user_id,gender,age,age_group,mod_price,price_group,fre_city,fre_community_type,fre_city_level
4552,F,40,36-45,2699,2001-4000,遵义,unknown,三线城市
4553,M,48,46-60,1200,1001-2000,遂宁,乡村,五线城市
4554,M,78,60+,1998,1001-2000,朝阳,乡村,五线城市
4555,F,63,60+,1799,1001-2000,杭州,unknown,新一线城市
4556,F,72,60+,568,<=1000,营口,城区,四线城市
4557,F,22,19-25,3999,2001-4000,广州,城区,一线城市
4558,F,72,60+,1998,1001-2000,阳泉,镇区,五线城市
4559,F,49,46-60,1399,1001-2000,宁德,unknown,三线城市
4561,M,66,60+,1199,1001-2000,赤峰,镇区,四线城市
4562,M,59,46-60,999,<=1000,宣城,unknown,四线城市
4564,M,43,36-45,1699,1001-2000,哈尔滨,unknown,二线城市
4565,M,39,36-45,999,<=1000,沧州,乡村,三线城市
4567,F,69,60+,1688,1001-2000,石家庄,unknown,二线城市
4570,M,62,60+,1398,1001-2000,绵阳,unknown,三线城市
4571,F,56,46-60,1299,1001-2000,信阳,乡村,三线城市
4572,F,64,60+,1398,1001-2000,徐州,乡村,二线城市
4573,M,31,26-35,2498,2001-4000,丽水,unknown,三线城市
4576,M,32,26-35,695,<=1000,兴安盟,乡村,五线城市
4579,M,47,46-60,1099,1001-2000,厦门,城区,二线城市
4582,M,51,46-60,3699,2001-4000,巴彦淖尔,乡村,五线城市
4585,M,43,36-45,2199,2001-4000,天津,乡村,新一线城市
4588,F,27,26-35,1699,1001-2000,喀什地区,乡村,五线城市
4589,F,62,60+,699,<=1000,日照,unknown,四线城市
4592,F,23,19-25,2499,2001-4000,红河哈尼族彝族自治州,镇区,四线城市
4593,M,42,36-45,1399,1001-2000,广州,unknown,一线城市
4594,F,70,60+,1199,1001-2000,庆阳,乡村,五线城市
4596,F,46,46-60,999,<=1000,凉山彝族自治州,乡村,五线城市
4597,F,58,46-60,799,<=1000,临沂,乡村,三线城市
4599,F,47,46-60,539,<=1000,衡阳,unknown,三线城市
4601,M,62,60+,599,<=1000,梧州,乡村,四线城市
4604,M,67,60+,1299,1001-2000,长沙,unknown,新一线城市
4606,M,29,26-35,1598,1001-2000,济宁,乡村,三线城市
4607,F,57,46-60,1099,1001-2000,呼和浩特,镇区,三线城市
4608,M,54,46-60,699,<=1000,绥化,镇区,四线城市
4609,F,24,19-25,2969,2001-4000,上海,unknown,一线城市
4610,M,39,36-45,3498,2001-4000,天津,城区,新一线城市
4611,F,53,46-60,568,<=1000,抚州,unknown,四线城市
4612,M,34,26-35,2699,2001-4000,忻州,乡村,五线城市
4613,M,27,26-35,2498,2001-4000,衢州,乡村,四线城市
4614,M,64,60+,999,<=1000,合肥,unknown,二线城市
4615,F,20,19-25,1699,1001-2000,邯郸,镇区,三线城市
4616,M,20,19-25,2799,2001-4000,营口,城区,四线城市
4618,F,59,46-60,1199,1001-2000,东莞,城区,新一线城市
4619,M,21,19-25,1398,1001-2000,保亭黎族苗族自治县,乡村,五线城市
4620,M,59,46-60,2100,2001-4000,崇左,乡村,五线城市
4621,F,49,46-60,1099,1001-2000,文山壮族苗族自治州,乡村,五线城市
4626,M,30,26-35,1498,1001-2000,周口,unknown,四线城市
4628,F,65,60+,1699,1001-2000,郴州,unknown,三线城市
4635,F,63,60+,1199,1001-2000,济宁,unknown,三线城市
4636,M,34,26-35,1498,1001-2000,佛山,城区,二线城市
4639,M,22,19-25,3199,2001-4000,苏州,城区,新一线城市
4640,M,43,36-45,899,<=1000,雅安,乡村,五线城市
4641,F,21,19-25,1898,1001-2000,广州,城区,一线城市
4642,F,33,26-35,1398,1001-2000,苏州,城区,新一线城市
4643,M,64,60+,4999,4001-7000,张家口,unknown,四线城市
4644,F,22,19-25,1599,1001-2000,南阳,城区,三线城市
4646,F,73,60+,1199,1001-2000,乌海,城区,五线城市
4648,M,45,36-45,3488,2001-4000,唐山,城区,三线城市
4651,M,62,60+,1799,1001-2000,乌兰察布,镇区,五线城市
4652,F,22,19-25,999,<=1000,崇左,unknown,五线城市
4653,F,57,46-60,1688,1001-2000,四平,unknown,五线城市
4654,M,52,46-60,1099,1001-2000,临沂,镇区,三线城市
4655,M,40,36-45,2399,2001-4000,苏州,unknown,新一线城市
4656,M,47,46-60,1399,1001-2000,通辽,unknown,五线城市
4658,M,35,26-35,1899,1001-2000,宁波,镇区,新一线城市
4659,M,32,26-35,1199,1001-2000,普洱,乡村,五线城市
4660,F,67,60+,1398,1001-2000,北京,unknown,一线城市
4662,M,39,36-45,899,<=1000,忻州,城区,五线城市
4664,F,33,26-35,3798,2001-4000,盐城,unknown,三线城市
4665,M,20,19-25,5499,4001-7000,吉林,城区,三线城市
4667,M,31,26-35,1399,1001-2000,深圳,城区,一线城市
4668,F,75,60+,918,<=1000,石家庄,乡村,二线城市
4669,M,67,60+,1499,1001-2000,徐州,镇区,二线城市
4670,M,23,19-25,3548,2001-4000,辽阳,乡村,五线城市
4672,F,77,60+,2499,2001-4000,西安,乡村,新一线城市
4675,F,60,46-60,738,<=1000,绥化,镇区,四线城市
4677,M,39,36-45,6222,4001-7000,达州,城区,五线城市
4679,M,21,19-25,1299,1001-2000,苏州,城区,新一线城市
4680,M,61,60+,2199,2001-4000,邯郸,unknown,三线城市
4686,M,65,60+,999,<=1000,桂林,unknown,三线城市
4690,M,46,46-60,1498,1001-2000,咸阳,城区,三线城市
4692,M,57,46-60,1799,1001-2000,沧州,乡村,三线城市
4694,F,25,19-25,1299,1001-2000,长春,乡村,二线城市
4697,M,66,60+,2399,2001-4000,石家庄,乡村,二线城市
4700,F,39,36-45,1999,1001-2000,永州,unknown,四线城市
4701,M,24,19-25,999,<=1000,蚌埠,乡村,三线城市
4702,M,60,46-60,2499,2001-4000,上海,城区,一线城市
4704,M,35,26-35,1199,1001-2000,广安,城区,五线城市
4705,F,61,60+,3699,2001-4000,肇庆,unknown,三线城市
4709,F,37,36-45,2499,2001-4000,东莞,镇区,新一线城市
4710,M,56,46-60,2499,2001-4000,昭通,乡村,五线城市
4711,F,66,60+,1068,1001-2000,衡阳,乡村,三线城市
4713,M,35,26-35,2499,2001-4000,温州,镇区,二线城市
4714,F,33,26-35,2199,2001-4000,拉萨,城区,四线城市
4716,F,25,19-25,899,<=1000,上海,城区,一线城市
4718,M,40,36-45,1098,1001-2000,松原,乡村,五线城市
4720,F,53,46-60,3498,2001-4000,梅州,unknown,三线城市
4721,F,20,19-25,1399,1001-2000,桂林,乡村,三线城市
4722,M,76,60+,899,<=1000,毕节,镇区,四线城市
4727,M,61,60+,999,<=1000,武汉,unknown,新一线城市
4728,F,36,36-45,1199,1001-2000,长春,unknown,二线城市
4729,F,36,36-45,5999,4001-7000,齐齐哈尔,unknown,四线城市
4731,F,68,60+,991,<=1000,新乡,城区,三线城市
4732,M,39,36-45,3548,2001-4000,北京,城区,一线城市
4733,M,42,36-45,1599,1001-2000,鄂尔多斯,乡村,四线城市
4735,M,31,26-35,3699,2001-4000,石家庄,unknown,二线城市
4736,M,21,19-25,3299,2001-4000,岳阳,镇区,三线城市
4737,F,59,46-60,1199,1001-2000,大连,城区,二线城市
4738,M,29,26-35,4399,4001-7000,日照,镇区,四线城市
4739,M,24,19-25,1458,1001-2000,郑州,城区,新一线城市
4740,M,60,46-60,1548,1001-2000,安庆,乡村,三线城市
4742,F,62,60+,899,<=1000,大连,unknown,二线城市
4743,M,23,19-25,1998,1001-2000,长沙,乡村,新一线城市
4744,M,22,19-25,2699,2001-4000,杭州,unknown,新一线城市
4746,M,32,26-35,1789,1001-2000,秦皇岛,城区,三线城市
4748,M,61,60+,1548,1001-2000,鞍山,乡村,三线城市
4751,F,68,60+,999,<=1000,天津,unknown,新一线城市
4753,M,31,26-35,1199,1001-2000,宁波,unknown,新一线城市
4754,F,61,60+,999,<=1000,平凉,乡村,五线城市
4755,M,52,46-60,1099,1001-2000,南宁,城区,二线城市
4757,M,22,19-25,5999,4001-7000,揭阳,城区,三线城市
4758,M,68,60+,1999,1001-2000,七台河,unknown,五线城市
4759,M,67,60+,629,<=1000,抚顺,unknown,五线城市
4760,F,39,36-45,2399,2001-4000,郑州,城区,新一线城市
4762,F,42,36-45,4488,4001-7000,东莞,镇区,新一线城市
4763,F,20,19-25,3498,2001-4000,安康,城区,五线城市
4764,M,26,26-35,3699,2001-4000,普洱,乡村,五线城市
4767,M,35,26-35,4399,4001-7000,深圳,城区,一线城市
4768,M,25,19-25,2999,2001-4000,伊犁哈萨克自治州,乡村,五线城市
4769,F,39,36-45,2499,2001-4000,昆明,镇区,新一线城市
4770,M,51,46-60,1199,1001-2000,庆阳,镇区,五线城市
4772,F,64,60+,1999,1001-2000,南昌,unknown,二线城市
4775,M,70,60+,799,<=1000,沧州,乡村,三线城市
4779,M,64,60+,1699,1001-2000,上海,城区,一线城市
4780,F,72,60+,999,<=1000,榆林,乡村,四线城市
4783,F,38,36-45,1599,1001-2000,沧州,镇区,三线城市
4785,M,46,46-60,1999,1001-2000,绥化,城区,四线城市
4787,M,53,46-60,3299,2001-4000,聊城,unknown,四线城市
4788,M,51,46-60,2599,2001-4000,兴安盟,乡村,五线城市
4789,M,32,26-35,901,<=1000,博尔塔拉蒙古自治州,乡村,五线城市
4790,M,31,26-35,1189,1001-2000,南充,unknown,四线城市
4791,M,23,19-25,1199,1001-2000,黔西南布依族苗族自治州,unknown,五线城市
4792,M,63,60+,599,<=1000,佛山,unknown,二线城市
4793,M,65,60+,1699,1001-2000,普洱,unknown,五线城市
4794,M,54,46-60,1199,1001-2000,平凉,乡村,五线城市
4795,M,64,60+,869,<=1000,文山壮族苗族自治州,乡村,五线城市
4798,F,20,19-25,2399,2001-4000,怀化,乡村,四线城市
4800,F,26,26-35,1189,1001-2000,东莞,镇区,新一线城市
4801,F,27,26-35,1399,1001-2000,钦州,unknown,五线城市
4802,M,70,60+,1699,1001-2000,长春,unknown,二线城市
4804,F,76,60+,2969,2001-4000,乌鲁木齐,unknown,三线城市
4805,M,33,26-35,2188,2001-4000,台州,unknown,二线城市
4806,F,37,36-45,1999,1001-2000,黔东南苗族侗族自治州,乡村,四线城市
4807,M,23,19-25,1099,1001-2000,郑州,城区,新一线城市
4808,M,49,46-60,1599,1001-2000,绍兴,unknown,二线城市
4810,F,24,19-25,1899,1001-2000,临沧,乡村,五线城市
4811,F,45,36-45,1199,1001-2000,常德,镇区,四线城市
4814,M,35,26-35,2299,2001-4000,常州,unknown,二线城市
4815,M,39,36-45,1099,1001-2000,四平,镇区,五线城市
4817,M,74,60+,1399,1001-2000,兴安盟,unknown,五线城市
4818,M,66,60+,2199,2001-4000,贵阳,unknown,二线城市
4820,F,69,60+,1398,1001-2000,黄冈,城区,四线城市
4823,F,20,19-25,1299,1001-2000,绵阳,城区,三线城市
4826,M,34,26-35,1899,1001-2000,周口,unknown,四线城市
4827,F,36,36-45,1499,1001-2000,毕节,乡村,四线城市
4828,F,78,60+,2299,2001-4000,乌鲁木齐,城区,三线城市
4829,F,61,60+,1599,1001-2000,海东,镇区,五线城市
4830,M,46,46-60,799,<=1000,六盘水,乡村,四线城市
4834,F,26,26-35,2699,2001-4000,郴州,unknown,三线城市
4835,F,69,60+,3180,2001-4000,邢台,unknown,四线城市
4836,F,64,60+,1198,1001-2000,陇南,乡村,五线城市
4837,F,34,26-35,1598,1001-2000,湛江,乡村,三线城市
4838,M,38,36-45,1098,1001-2000,六盘水,镇区,四线城市
4839,F,29,26-35,2100,2001-4000,大连,城区,二线城市
4840,M,54,46-60,899,<=1000,吉林,城区,三线城市
4841,F,23,19-25,1399,1001-2000,贵港,镇区,五线城市
4846,M,47,46-60,1398,1001-2000,济宁,乡村,三线城市
4847,F,78,60+,899,<=1000,宿州,unknown,四线城市
4849,M,22,19-25,3548,2001-4000,邢台,unknown,四线城市
4851,M,61,60+,1999,1001-2000,杭州,城区,新一线城市
4852,F,33,26-35,2399,2001-4000,周口,unknown,四线城市
4856,M,25,19-25,2498,2001-4000,自贡,乡村,五线城市
4859,M,20,19-25,2499,2001-4000,吐鲁番,乡村,五线城市
4860,F,40,36-45,2699,2001-4000,潍坊,城区,三线城市
4862,M,65,60+,4999,4001-7000,沈阳,城区,新一线城市
4864,F,46,46-60,1688,1001-2000,松原,unknown,五线城市
4865,M,52,46-60,2090,2001-4000,黔南布依族苗族自治州,镇区,四线城市
4866,M,36,36-45,1599,1001-2000,福州,unknown,二线城市
4867,F,24,19-25,969,<=1000,唐山,unknown,三线城市
4868,M,31,26-35,2099,2001-4000,崇左,镇区,五线城市
4872,F,70,60+,999,<=1000,宜宾,乡村,四线城市
4873,F,79,60+,899,<=1000,昭通,乡村,五线城市
4874,F,40,36-45,2199,2001-4000,衡水,乡村,五线城市
4875,M,38,36-45,1399,1001-2000,宁波,乡村,新一线城市
4876,M,32,26-35,1599,1001-2000,葫芦岛,乡村,五线城市
4878,F,37,36-45,1399,1001-2000,贺州,unknown,五线城市
4880,M,68,60+,1148,1001-2000,武威,乡村,五线城市
4881,M,67,60+,1149,1001-2000,广安,乡村,五线城市
4882,F,72,60+,1149,1001-2000,葫芦岛,unknown,五线城市
4883,M,60,46-60,1199,1001-2000,邯郸,unknown,三线城市
4884,M,30,26-35,599,<=1000,金华,乡村,二线城市
4885,F,23,19-25,999,<=1000,临沧,unknown,五线城市
4887,F,23,19-25,3498,2001-4000,大理白族自治州,乡村,四线城市
4890,M,37,36-45,799,<=1000,娄底,unknown,四线城市
4891,M,61,60+,1599,1001-2000,聊城,乡村,四线城市
4895,M,36,36-45,3699,2001-4000,防城港,unknown,五线城市
4897,F,35,26-35,2499,2001-4000,上海,unknown,一线城市
4898,F,22,19-25,899,<=1000,上饶,乡村,三线城市
4900,M,39,36-45,2399,2001-4000,红河哈尼族彝族自治州,乡村,四线城市
4905,F,51,46-60,2499,2001-4000,长春,城区,二线城市
4906,F,71,60+,2168,2001-4000,遵义,乡村,三线城市
4911,F,51,46-60,1158,1001-2000,信阳,乡村,三线城市
4912,M,58,46-60,599,<=1000,菏泽,乡村,四线城市
4913,M,76,60+,1449,1001-2000,廊坊,unknown,三线城市
4915,F,53,46-60,3599,2001-4000,滨州,unknown,四线城市
4916,M,73,60+,2499,2001-4000,乌鲁木齐,城区,三线城市
4917,F,24,19-25,1199,1001-2000,喀什地区,乡村,五线城市
4919,F,76,60+,1400,1001-2000,马鞍山,unknown,三线城市
4920,M,78,60+,1699,1001-2000,河源,乡村,四线城市
4922,F,20,19-25,3299,2001-4000,榆林,乡村,四线城市
4924,M,21,19-25,4688,4001-7000,揭阳,乡村,三线城市
4925,M,25,19-25,1599,1001-2000,甘南藏族自治州,镇区,五线城市
4926,M,39,36-45,2499,2001-4000,吉安,unknown,四线城市
4927,M,50,46-60,3498,2001-4000,徐州,乡村,二线城市
4928,M,31,26-35,1999,1001-2000,郴州,unknown,三线城市
4930,M,53,46-60,1068,1001-2000,榆林,乡村,四线城市
4931,F,67,60+,799,<=1000,石家庄,乡村,二线城市
4932,M,68,60+,1699,1001-2000,烟台,乡村,二线城市
4934,F,26,26-35,3299,2001-4000,阿拉尔,乡村,五线城市
4935,M,67,60+,1699,1001-2000,石家庄,镇区,二线城市
4936,M,53,46-60,1089,1001-2000,大连,unknown,二线城市
4937,F,34,26-35,3699,2001-4000,济宁,unknown,三线城市
4938,M,62,60+,5499,4001-7000,兰州,unknown,二线城市
4939,M,48,46-60,999,<=1000,邵阳,乡村,四线城市
4943,F,53,46-60,794,<=1000,南阳,乡村,三线城市
4944,F,25,19-25,1548,1001-2000,杭州,城区,新一线城市
4945,F,29,26-35,1798,1001-2000,秦皇岛,unknown,三线城市
4946,F,29,26-35,2699,2001-4000,重庆,乡村,新一线城市
4947,F,76,60+,799,<=1000,天水,unknown,五线城市
4949,F,21,19-25,999,<=1000,黔东南苗族侗族自治州,镇区,四线城市
4950,M,50,46-60,899,<=1000,阜阳,unknown,三线城市
4952,M,21,19-25,1198,1001-2000,钦州,乡村,五线城市
4954,M,35,26-35,3498,2001-4000,商丘,乡村,三线城市
4955,F,20,19-25,1299,1001-2000,天津,乡村,新一线城市
4958,M,51,46-60,6222,4001-7000,松原,乡村,五线城市
4959,M,20,19-25,1998,1001-2000,成都,城区,新一线城市
4960,F,62,60+,1399,1001-2000,新乡,unknown,三线城市
4962,F,51,46-60,1798,1001-2000,成都,unknown,新一线城市
4965,M,32,26-35,1400,1001-2000,苏州,城区,新一线城市
4966,M,75,60+,1399,1001-2000,菏泽,unknown,四线城市
4967,M,51,46-60,1279,1001-2000,云浮,unknown,五线城市
4968,F,57,46-60,1199,1001-2000,百色,unknown,四线城市
4969,M,46,46-60,3699,2001-4000,郑州,城区,新一线城市
4971,F,60,46-60,2199,2001-4000,石家庄,镇区,二线城市
4974,F,73,60+,2698,2001-4000,抚州,镇区,四线城市
4975,M,68,60+,600,<=1000,邯郸,镇区,三线城市
4978,M,53,46-60,3098,2001-4000,长沙,乡村,新一线城市
4979,F,28,26-35,6999,4001-7000,金华,城区,二线城市
4981,M,68,60+,5999,4001-7000,咸阳,unknown,三线城市
4982,M,53,46-60,2698,2001-4000,包头,城区,三线城市
4983,M,70,60+,1068,1001-2000,阿克苏地区,镇区,五线城市
4984,F,29,26-35,1498,1001-2000,濮阳,乡村,五线城市
4987,F,27,26-35,6499,4001-7000,西安,unknown,新一线城市
4988,M,26,26-35,1298,1001-2000,株洲,城区,三线城市
4989,F,33,26-35,849,<=1000,徐州,unknown,二线城市
4990,F,60,46-60,999,<=1000,平顶山,乡村,四线城市
4992,M,36,36-45,1699,1001-2000,昆明,乡村,新一线城市
4993,M,35,26-35,2288,2001-4000,晋中,乡村,四线城市
4996,F,47,46-60,1798,1001-2000,亳州,unknown,五线城市
4997,M,21,19-25,5999,4001-7000,青岛,乡村,新一线城市
4999,M,74,60+,1299,1001-2000,铜仁,乡村,四线城市
5000,F,30,26-35,1999,1001-2000,宁波,unknown,新一线城市
5001,M,56,46-60,1599,1001-2000,淄博,unknown,三线城市
5002,M,78,60+,899,<=1000,开封,乡村,四线城市
5003,F,21,19-25,4399,4001-7000,厦门,城区,二线城市
5005,M,79,60+,788,<=1000,达州,unknown,五线城市
5006,M,28,26-35,2499,2001-4000,北京,城区,一线城市
5007,M,59,46-60,899,<=1000,天津,unknown,新一线城市
5009,M,24,19-25,3999,2001-4000,遵义,城区,三线城市
5010,M,63,60+,2100,2001-4000,乐山,镇区,四线城市
5011,M,50,46-60,1599,1001-2000,杭州,城区,新一线城市
5014,F,34,26-35,1980,1001-2000,南宁,城区,二线城市
5015,F,23,19-25,1198,1001-2000,宜宾,乡村,四线城市
5016,F,79,60+,2499,2001-4000,兰州,城区,二线城市
5019,F,56,46-60,1769,1001-2000,济宁,乡村,三线城市
5021,M,39,36-45,1099,1001-2000,济宁,乡村,三线城市
5023,M,28,26-35,7999,7000+,武汉,乡村,新一线城市
5024,F,43,36-45,1798,1001-2000,沧州,乡村,三线城市
5025,M,73,60+,3498,2001-4000,邯郸,unknown,三线城市
5028,M,33,26-35,7799,7000+,杭州,城区,新一线城市
5030,M,20,19-25,699,<=1000,海口,unknown,二线城市
5031,F,62,60+,1099,1001-2000,天津,城区,新一线城市
5034,F,58,46-60,400,<=1000,榆林,乡村,四线城市
5035,F,60,46-60,2799,2001-4000,上海,unknown,一线城市
5036,F,68,60+,1099,1001-2000,焦作,unknown,四线城市
5037,F,54,46-60,899,<=1000,沈阳,乡村,新一线城市
5040,F,44,36-45,2499,2001-4000,郑州,城区,新一线城市
5042,F,24,19-25,5999,4001-7000,大同,乡村,四线城市
5043,F,33,26-35,1789,1001-2000,哈尔滨,unknown,二线城市
5045,M,53,46-60,1299,1001-2000,临沂,镇区,三线城市
5046,M,51,46-60,1199,1001-2000,临汾,镇区,四线城市
5048,M,73,60+,8999,7000+,四平,unknown,五线城市
5050,F,73,60+,1580,1001-2000,吕梁,乡村,五线城市
5051,F,62,60+,799,<=1000,昭通,乡村,五线城市
5052,F,26,26-35,1199,1001-2000,濮阳,乡村,五线城市
5053,F,72,60+,1399,1001-2000,呼和浩特,unknown,三线城市
5054,F,66,60+,1398,1001-2000,毕节,unknown,四线城市
5057,F,37,36-45,799,<=1000,南平,乡村,三线城市
5058,F,33,26-35,899,<=1000,昭通,乡村,五线城市
5059,M,21,19-25,1548,1001-2000,长治,乡村,五线城市
5062,M,67,60+,1099,1001-2000,兰州,城区,二线城市
5064,F,50,46-60,2298,2001-4000,贵阳,乡村,二线城市
5065,F,51,46-60,2698,2001-4000,丹东,unknown,四线城市
5066,M,76,60+,1449,1001-2000,聊城,乡村,四线城市
5067,M,21,19-25,558,<=1000,赣州,乡村,三线城市
5071,M,23,19-25,3999,2001-4000,海西蒙古族藏族自治州,镇区,五线城市
5072,M,36,36-45,2399,2001-4000,保定,unknown,三线城市
5074,F,22,19-25,1199,1001-2000,毕节,乡村,四线城市
5075,F,41,36-45,2399,2001-4000,廊坊,城区,三线城市
5076,M,53,46-60,1789,1001-2000,定西,乡村,五线城市
5077,F,75,60+,999,<=1000,许昌,unknown,四线城市
5079,M,40,36-45,2288,2001-4000,定西,unknown,五线城市
5080,M,67,60+,1548,1001-2000,台州,unknown,二线城市
5084,M,62,60+,1449,1001-2000,上海,unknown,一线城市
5085,M,79,60+,1129,1001-2000,辽阳,unknown,五线城市
5086,M,64,60+,2299,2001-4000,日照,unknown,四线城市
5088,F,20,19-25,1999,1001-2000,烟台,城区,二线城市
5089,F,71,60+,799,<=1000,廊坊,镇区,三线城市
5090,F,58,46-60,1149,1001-2000,渭南,unknown,四线城市
5092,M,62,60+,1068,1001-2000,怀化,乡村,四线城市
5093,F,34,26-35,3599,2001-4000,沈阳,镇区,新一线城市
5094,F,40,36-45,2699,2001-4000,保定,城区,三线城市
5095,M,56,46-60,1699,1001-2000,昆明,镇区,新一线城市
5096,M,32,26-35,1699,1001-2000,广州,城区,一线城市
5097,M,70,60+,2399,2001-4000,滨州,unknown,四线城市
5098,F,23,19-25,2299,2001-4000,揭阳,乡村,三线城市
5099,F,78,60+,2090,2001-4000,长春,城区,二线城市
5100,F,60,46-60,1299,1001-2000,牡丹江,unknown,四线城市
5102,F,48,46-60,3098,2001-4000,长春,城区,二线城市
5103,F,23,19-25,3999,2001-4000,乌鲁木齐,城区,三线城市
5104,F,39,36-45,1699,1001-2000,济宁,镇区,三线城市
5106,F,59,46-60,1149,1001-2000,重庆,unknown,新一线城市
5107,M,40,36-45,1599,1001-2000,哈尔滨,unknown,二线城市
5108,M,64,60+,999,<=1000,伊春,城区,五线城市
5110,M,73,60+,2699,2001-4000,临沂,乡村,三线城市
5111,F,20,19-25,788,<=1000,甘孜藏族自治州,乡村,五线城市
5114,M,40,36-45,1380,1001-2000,德州,unknown,四线城市
5115,M,75,60+,1599,1001-2000,景德镇,unknown,四线城市
5116,F,58,46-60,1149,1001-2000,南平,unknown,三线城市
5117,F,38,36-45,1598,1001-2000,榆林,乡村,四线城市
5118,M,25,19-25,6222,4001-7000,成都,乡村,新一线城市
5119,M,74,60+,1198,1001-2000,沧州,乡村,三线城市
5120,F,32,26-35,862,<=1000,宝鸡,unknown,四线城市
5121,M,74,60+,2998,2001-4000,济宁,unknown,三线城市
5123,F,21,19-25,1299,1001-2000,临沂,unknown,三线城市
5124,M,54,46-60,899,<=1000,阳泉,unknown,五线城市
5125,M,37,36-45,1799,1001-2000,苏州,城区,新一线城市
5126,M,20,19-25,2799,2001-4000,阿勒泰地区,乡村,五线城市
5127,F,23,19-25,2499,2001-4000,枣庄,乡村,四线城市
5128,F,23,19-25,700,<=1000,宜春,unknown,四线城市
5130,F,28,26-35,1099,1001-2000,昭通,乡村,五线城市
5131,F,63,60+,1999,1001-2000,孝感,乡村,四线城市
5134,M,34,26-35,1699,1001-2000,临沂,镇区,三线城市
5136,M,75,60+,1299,1001-2000,辽阳,城区,五线城市
5137,M,31,26-35,1149,1001-2000,丹东,乡村,四线城市
5139,M,47,46-60,1699,1001-2000,襄阳,城区,三线城市
5140,F,40,36-45,1499,1001-2000,衡阳,镇区,三线城市
5141,F,51,46-60,1098,1001-2000,贵阳,乡村,二线城市
5142,F,21,19-25,999,<=1000,泉州,乡村,二线城市
5143,M,41,36-45,1666,1001-2000,承德,乡村,四线城市
5146,M,44,36-45,1198,1001-2000,承德,乡村,四线城市
5147,F,65,60+,2699,2001-4000,巴音郭楞蒙古自治州,unknown,五线城市
5148,M,42,36-45,1099,1001-2000,资阳,unknown,五线城市
5152,M,35,26-35,3599,2001-4000,邢台,镇区,四线城市
5154,M,21,19-25,1399,1001-2000,重庆,unknown,新一线城市
5155,F,31,26-35,5988,4001-7000,百色,unknown,四线城市
5156,M,23,19-25,3548,2001-4000,昆明,镇区,新一线城市
5157,M,22,19-25,1999,1001-2000,武汉,城区,新一线城市
5158,M,65,60+,1199,1001-2000,马鞍山,乡村,三线城市
5159,M,37,36-45,1899,1001-2000,南平,城区,三线城市
5160,M,31,26-35,2299,2001-4000,枣庄,unknown,四线城市
5161,F,31,26-35,1699,1001-2000,庆阳,城区,五线城市
5162,F,79,60+,1698,1001-2000,朝阳,unknown,五线城市
5163,F,23,19-25,1098,1001-2000,承德,乡村,四线城市
5164,M,26,26-35,2199,2001-4000,中山,unknown,二线城市
5165,M,50,46-60,1099,1001-2000,新乡,乡村,三线城市
5166,M,21,19-25,849,<=1000,徐州,unknown,二线城市
5167,F,33,26-35,6222,4001-7000,广安,unknown,五线城市
5168,M,24,19-25,1099,1001-2000,白城,镇区,五线城市
5169,F,20,19-25,2399,2001-4000,凉山彝族自治州,unknown,五线城市
5173,M,20,19-25,4999,4001-7000,青岛,乡村,新一线城市
5175,M,57,46-60,599,<=1000,晋城,乡村,五线城市
5176,M,45,36-45,1098,1001-2000,丹东,乡村,四线城市
5177,F,50,46-60,1399,1001-2000,长春,unknown,二线城市
5178,M,42,36-45,1399,1001-2000,黑河,乡村,五线城市
5181,F,41,36-45,2399,2001-4000,温州,乡村,二线城市
5182,M,75,60+,1999,1001-2000,常德,unknown,四线城市
5183,F,64,60+,2099,2001-4000,乐山,unknown,四线城市
5184,F,37,36-45,1129,1001-2000,无锡,乡村,二线城市
5186,F,37,36-45,1199,1001-2000,楚雄彝族自治州,城区,五线城市
5187,M,31,26-35,4899,4001-7000,伊犁哈萨克自治州,乡村,五线城市
5189,F,38,36-45,1398,1001-2000,驻马店,乡村,四线城市
5192,M,51,46-60,999,<=1000,重庆,城区,新一线城市
5193,M,46,46-60,2699,2001-4000,北京,城区,一线城市
5194,F,21,19-25,2299,2001-4000,焦作,unknown,四线城市
5199,M,21,19-25,1400,1001-2000,曲靖,城区,四线城市
5200,F,49,46-60,1599,1001-2000,呼和浩特,城区,三线城市
5204,M,40,36-45,1999,1001-2000,天津,城区,新一线城市
5205,F,40,36-45,5999,4001-7000,岳阳,unknown,三线城市
5206,M,70,60+,1149,1001-2000,昆明,unknown,新一线城市
5207,M,37,36-45,5999,4001-7000,苏州,城区,新一线城市
5208,F,21,19-25,1899,1001-2000,郑州,乡村,新一线城市
5210,M,70,60+,1998,1001-2000,固原,城区,五线城市
5211,F,55,46-60,599,<=1000,临沂,乡村,三线城市
5213,M,42,36-45,2299,2001-4000,沧州,镇区,三线城市
5214,F,20,19-25,849,<=1000,徐州,unknown,二线城市
5215,M,22,19-25,3098,2001-4000,吉安,镇区,四线城市
5216,M,33,26-35,1899,1001-2000,宿州,乡村,四线城市
5217,M,73,60+,1898,1001-2000,榆林,乡村,四线城市
5218,M,49,46-60,899,<=1000,唐山,乡村,三线城市
5219,F,24,19-25,1068,1001-2000,黔东南苗族侗族自治州,乡村,四线城市
5220,M,49,46-60,2299,2001-4000,哈尔滨,镇区,二线城市
5221,F,20,19-25,1199,1001-2000,曲靖,乡村,四线城市
5222,M,54,46-60,2299,2001-4000,石家庄,乡村,二线城市
