pid,author_id,category_id,category_level,parent_id,root_id,root_name_cn,root_name_en,duration,author_fans_count,title,tag_name
120345,2609998750,20,1,20,20,二次元, quadratic,81.93299999999999,36157,健身的乔治,小猪佩奇搞笑配音|野猪佩奇|毁灭童年系列
6779,2085282949,1,1,1,1,舞蹈, dance,45.166,629939,不会跳广场舞的看过来《并步》一步一步教,零基础学舞蹈|简单适合初学者|初学者入门舞
18967,1258924827,39,1,39,39,影视和短剧, films and short plays,99.933,7435,薛平贵回到武家坡找到了王宝钏,晓唐影视|薛平贵与王宝川|经典电视剧剪辑
34294,932371372,12,1,12,12,美食, gourmet,7.882999999999999,125907,肥肠包非常香,早餐实体店培训|早餐
37626,9552604,2,1,2,2,音乐, music,22.533,220759,华语怀旧经典老歌《365个祝福》,365个祝福|我在快手整活|蔡国庆
39360,2918687516,13,1,13,13,三农, agriculture,26.966,4434,草木灰在种植上的妙用,传播农业小知识|在家种菜|草木灰
61958,144070258,39,1,39,39,影视和短剧, films and short plays,168.366,1919944,门缝里的妈妈,我的母亲|原创农村短剧|正能量短剧
63111,2178443740,39,1,39,39,影视和短剧, films and short plays,127.84,110594,薛刚之子被人逮捕九环公主出手相救,好剧推荐|热门|古装电视剧
65268,753415084,34,1,34,34,随手拍, random shot,179.3,16396,《逛新城》,爱唱歌爱音乐|集级吧光合创作者|爱音乐爱唱歌|我在快手整活|秋天的第一首歌|夏日暴击
71390,2953388443,13,1,13,13,三农, agriculture,31.633000000000003,633,白菜施肥,菜园|来快手学农技|三农
71536,811688107,13,1,13,13,三农, agriculture,11.233,6486,专收收储,中秋收割记录篇|猪牛羊养殖设备农机设备|青储机生产厂家
98351,2186408449,2,1,2,2,音乐, music,68.5,553384,《双脚踏上幸福路》,夏日暴击|新光合创作者计划|快手音乐人
99648,1329775737,2,1,2,2,音乐, music,14.833,107883,这首歌听过吗中国娃,我爱快手我爱唱歌|感谢官方大大让我上一次热门|农民爱唱歌
99799,2966271028,39,1,39,39,影视和短剧, films and short plays,287.866,2709,双面儿媳,天生我有戏|关爱孤寡老人|情感
100063,1292034242,12,1,12,12,美食, gourmet,9.233,19204,甘肃夫妻,想吃就来吧|今天老公做的土豆面转拨刀|味道好极了
13152,1195173236,2,1,2,2,音乐, music,252.133,509429,《天路》比原唱还好听,追剧一夏|爰音乐爱唱歌|夏日暴击
37369,1384255510,28,1,28,28,资讯, information,279.84,53533,60岁以上老人坐车可以享受以下3项福利,涨知识|铁路新规
70784,2756985751,11,1,11,11,生活, life,15.45,41957,老丈人的一番话笑着笑着感动啦父爱伟大,辛有志一辛巴818|初瑞雪|婚礼
32615,2846004422,28,1,28,28,资讯, information,166.8,3122,政府部门不管还高价的硕士博士,传递正能量每天持续为您分享
37370,2700184151,2,1,2,2,音乐, music,54.8,46543,《惜别的海岸》苦涩的海风阵阵吹送海面一片朦胧,2022光合创作者大会|新版光合计划|我在快手整活
99135,1520313107,2,1,2,2,音乐, music,259.649,12554,《草原之夜》,音乐|经典老歌|经典音乐
100249,2624221944,22,1,22,22,财经, Finance,176.5,113542,一天80,创业|农民|农村养老
100953,1686372353,39,1,39,39,影视和短剧, films and short plays,51.883,111418,隐入尘烟突然下架,短视频制作|隐入尘烟|电影解说
5002,2131232587,19,1,19,19,情感, emotion,123.333,1244525,现在开始到2024年之前有3件事你必须明白,快手光合作者助手|人生感悟|快手电商学习基地
8265,2907567841,19,1,19,19,情感, emotion,99.033,38746,这男女在一块其实就为,改编歌曲|迷人的微笑|专治各种不开心
10349,1160872234,38,1,38,38,读书, reading,249.147,182090,讲村里面大风英被甩,精彩故事
37780,817605201,2,1,2,2,音乐, music,226.233,336657,《好人多》,我在快手整活|爱音乐爱唱歌|夏日暴击
4500,2237335765,21,1,21,21,历史, history,10.7,24795,在我国历代皇帝当中,感谢快手官大大每次热门推送|历史揭秘|真相
5716,2439971005,39,1,39,39,影视和短剧, films and short plays,31.36,1692240,《治愈短片》,治愈|歌曲此去半生
11423,2413935260,4,1,4,4,美妆, beauty,30.72,5748,鼻毛修剪器,鼻毛修剪器
11986,1424566107,28,1,28,28,资讯, information,13.24,510659,趁老婆不在凑孩子回来可就惨了......,狮子
32482,2124672780,4,1,4,4,美妆, beauty,23.983,127928,自从用了它男朋友天天粘着我,仁和洗面奶
36929,2755713110,20,1,20,20,二次元, quadratic,48.7,364230,人不行,饵总|肚皮狗|动画
37284,1322254978,38,1,38,38,读书, reading,34.366,515172,结婚七年我的紫衣道袍,小说|小说推文|小说推荐
38082,2124672780,4,1,4,4,美妆, beauty,30.1,128329,营销视频,仁和洗面奶
53316,2923194044,12,1,12,12,美食, gourmet,10.816,13665,上课犯困的瞌睡虫看过来,咖啡糖豆|即食咖啡糖|咖啡糖
57919,1288466259,4,1,4,4,美妆, beauty,12.5,267233,用了这个终于和他亲亲了,牙粉|蜜颜皙益生菌牙粉|自用好物分享
62583,2299255970,4,1,4,4,美妆, beauty,16.45,356663,靓仔,仁和洗面奶
63140,45930666,7,1,7,7,运动, movement,22.2,6571,中国飞人拿冰箱来的,水上飞人|祝你开心不止现在|中国力量
64536,2043806404,11,1,11,11,生活, life,33.133,76161,当吵架吵到一半男朋友睡着了,甜甜甜甜的恋爱|搞笑|情侣日常
64753,1154602213,38,1,38,38,读书, reading,15.033,111755,新月集飞鸟集,唯美短句|新月集飞鸟集|小小喵
65732,661540338,9,1,9,9,搞笑, funny,12.033,150017,搞笑大比拼(47),丸美真新日
66286,711091560,36,1,36,36,房产家居, real estate,46.6,3134556,大理石门槛修复,瓷砖修复
86802,2090813325,27,1,27,27,高新数码, Advanced digital,60.333,137,顶配~苹果8-14配件,iPhone|数码科技|数据线
97641,1957306852,7,1,7,7,运动, movement,35.466,252,健身房调戏小姐姐,健身|运动|健身搞笑
97875,1867904455,20,1,20,20,二次元, quadratic,19.2,773240,虫二背包出啦,熊大熊二|平价包包|网红包包
98393,1292155453,4,1,4,4,美妆, beauty,317.333,83048,老公说着真容易..带他体验,分娩疼痛|自用好物分享|记录我的日常生活
99971,2644927656,7,1,7,7,运动, movement,16.6,1837881,练出麒麟臂,握力器|手臂训练|肌肉
100195,1954209166,11,1,11,11,生活, life,18.266,57450,我儿子不要我,致敬老兵
118646,109562978,2,1,2,2,音乐, music,11.1,25282,《我已经爱上你》,我已经爱上你|艾特你想艾特的人|情感
134298,1665681922,2,1,2,2,音乐, music,29.433000000000003,54582,1000首宝藏音乐推荐《火苗》1.2,火苗|热门歌曲|秋天的第一首歌
138050,2879361443,2,1,2,2,音乐, music,14.5,37343,嫁给我吧,加油季|爱情|樱花树下的约定
33162,2590371820,11,1,11,11,生活, life,128.8,90185,小伙发现岸上有异常赶忙仔细查看情况,抓鱼|户外|实况钓鱼
133324,810938192,13,1,13,13,三农, agriculture,14.866,122937,高产高抗一粒灌顶不秃尖米质好脱水快,高产玉米种子|最新国审高产玉米种子|幸福乡村丰收季
98085,2964957972,2,1,2,2,音乐, music,52.266000000000005,61214,奶狼对唱《黑桃A》,黑桃A
99999,11778980,11,1,11,11,生活, life,197.96400000000003,653079,装箱子去欧洲海上遇沉船!,航海林俊杰
8701,2630622355,38,1,38,38,读书, reading,192.566,314394,人在落魄的时候分享九个字,老人言受益一生|人生忠告|为人处世
37887,1175339836,13,1,13,13,三农, agriculture,187.6,325518,牛犊不会走道养牛人必知,新生牛犊瘫软|小胡兽医教你养牛技术|科学养牛
2669,2675129794,15,1,15,15,才艺, talent,26.733,500617,妹妹的粉笔,透泰|混泥|解压
4286,768769905,39,1,39,39,影视和短剧, films and short plays,106.95,3014927,童年回忆,老式爆米花机|这世界的童年回忆|何朗云
7403,1818214440,12,1,12,12,美食, gourmet,14.883,1765692,双饮杯,双饮杯
11199,1223528495,25,1,25,25,亲子, parent-child,15.083,828913,聚能环手持发射器,玩具|玩具枪
33715,143068518,9,1,9,9,搞笑, funny,61.416,358204,扎气球比赛拼的就是实力,2022快手光合创作者|搞笑视频|搞笑配音视频
98766,2825008924,9,1,9,9,搞笑, funny,82.766,252159,混世小魔王太坏了,夏日暴击|搞笑配音|搞笑
2459,620643110,18,1,18,18,汽车, car,10.133,5730,每次启动都是社死瞬间,骑车注意安全
4771,1835273165,25,1,25,25,亲子, parent-child,11.3,34168,然后掏空你腰包~,全网最萌娃娃|就这样陪你慢慢长大|骗你生女儿系列
7633,1017272939,1,1,1,1,舞蹈, dance,7.98,1867925,差点以为自己卡了,差点以为自己卡了
10886,1244925,15,1,15,15,才艺, talent,12.045,709872,别人家的程序员,程序员|你学废了吗|latte艺术
33541,545946405,34,1,34,34,随手拍, random shot,6.766,102787,又来了哎哎,女人就要美美的
33745,2910785770,4,1,4,4,美妆, beauty,51.966,263,一句话总结热门平价洗面奶,测评|洁面|洗面奶
36349,299542690,7,1,7,7,运动, movement,8.516,4225,田径短跑,田径短跑|途中跑
36438,449611154,17,1,17,17,动物, animals,4.8,16731,辽宁,双血统纯种金毛|双血统赛级金毛犬
37184,1027127611,3,1,3,3,游戏,game,7.0,31548,兔子游戏,地铁跑酷
38019,897601034,10,1,10,10,旅游, travel,10.316,457531,相约昆明。看海鸥,云南
38317,1131886273,8,1,8,8,颜值, Good Looks,7.233,32701,41岁的我,80后|人生感悟
38686,975802236,14,1,14,14,教育, education,10.366,635438,计算机大学五年你们是怎么度过的,程序员
64390,913684198,7,1,7,7,运动, movement,8.7,25982,力量训练,力量训练|训练日常
66004,2852470359,3,1,3,3,游戏,game,8.916,2816,把手指放在圈圈内,香肠派对手游|蛋仔派对|骨折动画|香肠派对搞笑视频
67046,750344572,3,1,3,3,游戏,game,9.266,5285,你找到你的紫霞仙子了吗,王者荣耀猴子
67257,2336488440,419,2,34,34,随手拍, random shot,6.6,183828,用你的名字做头像,姓氏头像|头像|专属姓氏头像
70752,475646961,3,1,3,3,游戏,game,7.233,13026,追忆火伤杯,千朵玫瑰带来的黎明|原神圣遗物强化|原神
86711,1657784321,6,1,6,6,明星娱乐, Star Entertainment,11.49,27942,今晚你会不会醉,集结吧光合作创作者
99497,427281837,2,1,2,2,音乐, music,11.466,10040,有惊喜哦,这歌唱的太好听了
100087,1110791653,23,1,23,23,宗教, religion,8.066,4713,兰陵公主,神奇变身术|倾国倾城
100778,569104022,28,1,28,28,资讯, information,10.133,56866,新城控股集团董事长,资讯|沛县|城市规划
104685,1184235375,14,1,14,14,教育, education,7.0,3289,初中英语完型阅读2000高频词,英语|初中英语|完型填空
112188,1062961937,2,1,2,2,音乐, music,11.0,2645,我的泪流在心里,我在快手整活|快影情感电台|秋天的第一首歌
117120,3004012040,19,1,19,19,情感, emotion,7.033,16,做人的根本,育儿|家庭教育|成长
118296,439292203,8,1,8,8,颜值, Good Looks,8.0,62927,气质美女,完美身材|气质美女|性感
118371,1177607357,28,1,28,28,资讯, information,6.266,691738,开园上市,丰收的季节|定边|特色农业
126731,2317459696,18,1,18,18,汽车, car,8.066,380,扣3份技巧汇总,快手上热点|考驾照技巧
130419,1578315878,13,1,13,13,三农, agriculture,7.233,34190,干咳喘气症认准这两只,猪咳喘|猪牛羊|牛羊咳喘特效药
136039,475245546,1,1,1,1,舞蹈, dance,8.447000000000001,10175,忘记了姓名的请跟我来,奶盐猫咪|忘记了姓名的请跟我来|快乐崇拜
141188,2846265255,3,1,3,3,游戏,game,7.0,16434,一笔根本连不完,快手小游戏|烧脑大挑战
150322,1486451783,8,1,8,8,颜值, Good Looks,7.666,4890,你好我叫颜旭,日常|感谢官方大大让我上一次热门|自拍
152601,2953882752,39,1,39,39,影视和短剧, films and short plays,7.5,44,一部手机一个快影2次剪辑王鹤棣苍兰诀今日收获:896.7时间自由,苍兰诀|虞书欣|精彩电视剧剪辑
40137,2705134990,18,1,18,18,汽车, car,132.333,24161,我觉得电动卡车?,货车起火|货车司机|开车司机
4405,1902613993,12,1,12,12,美食, gourmet,173.21599999999998,983627,麦汽水,记录我的农村生活|自制汽水|怀旧美好时光
12815,2658071737,19,1,19,19,情感, emotion,211.2,38138,养父的花样年华大结局,快手上热点|养父的花样年华|视频解说
34383,877606776,13,1,13,13,三农, agriculture,325.266,13346,必当涌泉相报,5G数智新农村|带你六分钟看解说小电影|快手娱乐星耀计划
38436,2234707844,39,1,39,39,影视和短剧, films and short plays,172.366,32188,沈七七以为自己功夫很强大不料燕双鹰直接给他插上一刀第十三集,感谢官方快手绿色平台的支持|感谢快手官大大每次热门推送|我在快手追好剧快手放映室
40326,145717547,9,1,9,9,搞笑, funny,16.733,117,配音之农村糗事,搞笑瞬间|配音搞笑|搞笑
61847,593860928,28,1,28,28,资讯, information,777.6,128737,京新高速G7(乌鲁木齐-北京)京新高速全长2856公里,2022光合创作者大会|高速|艾特你想艾特的人
62455,2194785086,39,1,39,39,影视和短剧, films and short plays,164.2,265718,逃犯做起人力拉车顾客说去派出所吓得弃车而逃,无处藏身
62756,1025898275,13,1,13,13,三农, agriculture,13.703,21934,贫困户教育补贴金具体补多少?,农民|农村|农业
98554,2173825180,38,1,38,38,读书, reading,256.8,394768,人去世后何时tou胎?讲故事,小雨讲故事原创作者|传统文化故事
62943,2729567707,20,1,20,20,二次元, quadratic,12.966,5596,刷到我的视频,琳的小小屋|入海眠
62115,2654245597,7,1,7,7,运动, movement,30.966,198015,花样跳绳艾琳,跳绳|花式跳绳|健康快乐每一天
4215,2297925126,25,1,25,25,亲子, parent-child,37.8,522587,在沙滩上啊,内容过于真实|人类幼崽到底有多可爱
5574,382987402,39,1,39,39,影视和短剧, films and short plays,77.766,833988,不许浪费了,暑期不断片|快手影视新热计划|电影狙击英雄
9418,296791163,9,1,9,9,搞笑, funny,67.96600000000001,549974,小心翼翼,情侣日常|刘诗凡的沙雕日常|搞笑
9771,146125025,3,1,3,3,游戏,game,90.583,2145797,鱼妹疯狂据点,鱼妹妹
36489,286395805,17,1,17,17,动物, animals,26.7,608252,卵宝宝全部领盒饭,观赏鱼|快手宠物|快手有萌宠
37183,2284205274,39,1,39,39,影视和短剧, films and short plays,34.666,459802,千足虫^0^蜈蚣,亲子教育|儿童安全教育|追剧一夏
53251,2895247854,3,1,3,3,游戏,game,53.166,8803,第二期,地铁跑酷躲金币|地铁跑酷身法|地铁跑酷
62063,1139947326,12,1,12,12,美食, gourmet,27.716,23338,别人做的冰镇西瓜,西瓜|西瓜的神仙吃法|加油季
63747,216983769,3,1,3,3,游戏,game,14.8,143990,你是有多不想让我活?,最帅延迟击杀|自信即巅峰|净化躲塔伤
64498,194089555,9,1,9,9,搞笑, funny,37.816,285268,无处可逃,搞笑视频|无处可逃
7600,2543878361,7,1,7,7,运动, movement,7.566,80456,每天50下,锻炼人到中年一定要记起这6点|一起来锻炼|居家运动
36730,2867281417,28,1,28,28,资讯, information,170.3,523388,错误的食用方式,科普|健康|食品安全
90477,2983211673,12,1,12,12,美食, gourmet,12.9,5095,柴火炉50,无烟柴火集成灶|柴火灶
38408,651502096,36,1,36,36,房产家居, real estate,168.033,15141,合理吗?,快手房产|快手孵化中心
32740,2569436977,7,1,7,7,运动, movement,8.675,70520,91年龙凤宝妈跳绳前153现在109早上空腹跳绳6000个,全民跳绳挑战|一起跳绳吧|跳绳
35504,1152371229,12,1,12,12,美食, gourmet,456.566,21563,看看制作过程,美食|学校食堂
37565,20226399,7,1,7,7,运动, movement,54.466,2583009,蹦迪减肥,全封闭式减肥训练营
39187,114520959,25,1,25,25,亲子, parent-child,54.483,9352,说话把我数落一顿,记录在娘家的日子|生活的烟火气息|宝妈日常
99408,1576959221,9,1,9,9,搞笑, funny,106.1,32855,看图猜成语,易博工厂日常|看图猜成语|记录真实生活
62211,2442720242,39,1,39,39,影视和短剧, films and short plays,171.866,121649,父母认可全家助攻想不在一起都难,快手影视高热计划
34334,1528735673,16,1,16,16,健康, healthy,36.2,492507,一吃饭就满头大h该怎么办呢?,茯苓|爱出汗|涨知识
38786,1265887213,27,1,27,27,高新数码, Advanced digital,36.333,131672,从山东到新疆无距离限制对讲机,数码科技|物流车队都在用找的对讲机|全国不限距离对讲机
63798,455168633,35,1,35,35,军事, military,128.766,1304845,"疑似导弹打击?台湾东部上空出现巨型""蘑菇云""到底怎么回事?",军事|台湾|快手弹幕
98888,315241773,36,1,36,36,房产家居, real estate,131.433,1446096,10月份起买房就更难了...,房产干货|房产知识|买房避坑指南
1918,633977122,3,1,3,3,游戏,game,8.216000000000001,532518,妲己没有操作?,游戏|王者荣耀妲己|国服妲己
1977,633977122,3,1,3,3,游戏,game,10.3,532823,妲己没有操作?,游戏|国服妲己|王者荣耀妲己
3677,2669026763,1,1,1,1,舞蹈, dance,10.305,26862,你是姐的菜,电子厂|感谢快手官大大每次热门推送|手势舞
4370,1222114986,8,1,8,8,颜值, Good Looks,8.6,286639,等不到花开,等不到花开|薛淏堃|我们的爱就像秋叶等不到花开
9308,1297298808,21,1,21,21,历史, history,8.541,71594,日本给唐朝叫过板,日本|古代历史|宋朝
33198,373804793,10,1,10,10,旅游, travel,9.333,223264,仙螺岛跨海索道,北戴河旅游攻略|仙螺岛|仙螺岛跨海索道
35603,877698864,1,1,1,1,舞蹈, dance,11.542,20259,无聊臭美一下,爱生活爱自己爱乱跳|活出自己想要的样子|集结吧光合创作者
63777,2364509119,11,1,11,11,生活, life,8.9,5962,好工作不能在等了,发现|精选|电子厂
65019,2319510551,2,1,2,2,音乐, music,10.166,278517,唱着一首_思念你的歌,秋天的第一首歌|艾特你想艾特的人
65315,14185184,3,1,3,3,游戏,game,7.966,41902,谁你都敢飞?,王者荣耀热门|王者荣耀带粉|王者荣耀国服
67033,2129210841,2,1,2,2,音乐, music,9.0,458776,只是,秋天的第一首歌
68212,667980382,7,1,7,7,运动, movement,7.3,3522,第一天,起跑
71179,2364509119,11,1,11,11,生活, life,8.9,6406,好岗位不能在等了,电子厂|精选|同城
101848,2866120927,18,1,18,18,汽车, car,7.433,231,00后的我,00后|创业女孩
109349,393471040,38,1,38,38,读书, reading,7.233,905,廣播劇《帳中香》盡情收聽温馨提示調高音量带好耳機哦,帐中香广播剧|广播剧|非腐勿入
115286,1074929474,1,1,1,1,舞蹈, dance,7.7,300,呜呼丝滑卡点舞,卡点舞蹈|呜呼丝滑卡点舞
121308,2979313242,34,1,34,34,随手拍, random shot,7.466,243,0撸小任务,薅羊毛好划算啊|薅羊毛|薅羊毛的快乐
140080,2105458663,1,1,1,1,舞蹈, dance,7.366,5678,抖腿摇,劲爆热舞|舞蹈|扭一扭
151976,157002376,5,1,5,5,穿搭, wear it,7.379,666684,自留款拖地裤太好看了,阔腿裤穿搭|这也太好看了吧
955,1095975868,9,1,9,9,搞笑, funny,255.516,16266,00后的社交野路子太野了,社交|00后
4867,2369093308,38,1,38,38,读书, reading,36.133,221555,正邪陰山,阴山诀|民间传说|毕业季歌曲征稿计划
5291,1511721191,9,1,9,9,搞笑, funny,30.433000000000003,4180460,男女搓澡的素材,波波笑剧场|波波脱口秀|沈阳
7641,717920092,11,1,11,11,生活, life,101.633,2343604,单身也快乐?,大阪|日本|海外
9217,465040787,7,1,7,7,运动, movement,51.55,4433908,球16岁混血球员夺冠,我的路人王球星卡|路人王篮球
9720,2814198649,15,1,15,15,才艺, talent,9.0,6644,最真实的少林铁头功,真功夫|中国功夫就是牛|这才是真正的中国功夫
10949,1351720628,16,1,16,16,健康, healthy,33.083,1216024,为精神bing患者特制的房间,娱乐评论大赏|捕娱计划
34310,778570589,11,1,11,11,生活, life,97.8,1184790,我们的基因检测结果出来了出乎大家意料,加油季|星巢计划|集结吧光合计划创作者
40071,1960001197,22,1,22,22,财经, Finance,39.833,571585,挑战:一句话解释基金名词,财富密码在人间|基金|理财
1071,367845207,3,1,3,3,游戏,game,32.7,112329,小学生,游戏凡星计划
1662,2883157226,9,1,9,9,搞笑, funny,18.483,1097965,小狼狗,搞笑|社交牛逼症
2242,1102388919,39,1,39,39,影视和短剧, films and short plays,32.333,808454,你帮我念念吧,剧情|天生我有戏
5199,3588797,25,1,25,25,亲子, parent-child,77.1,6534090,像个小公主一样的,90后带娃|萌娃
5981,2718405971,39,1,39,39,影视和短剧, films and short plays,171.766,995464,女生宿舍里的学人精,女神宿舍|一人分饰多角
6599,2679822985,12,1,12,12,美食, gourmet,197.983,68050,女生一定要看完秋秋.,保护隐私|下头
9439,2621142541,11,1,11,11,生活, life,56.3,157162,赶紧起床做核酸暑假日常,Vlog日常|保安|众志成城共抗疫情
12750,2867694039,9,1,9,9,搞笑, funny,32.533,251458,老师办公室内,原创作品|正副班长|搞笑视频
65619,2890954346,4,1,4,4,美妆, beauty,12.916,6213,诗芒淡系香水,香水|学生党|小小喵
66972,2718405971,39,1,39,39,影视和短剧, films and short plays,131.32,993755,女生寝室迎接新生时,一人分饰多角|女生宿舍|追剧一夏
100177,232353025,39,1,39,39,影视和短剧, films and short plays,129.35,50698,你以为公主养成是那么简单的事吗,亲爱的公主病|2022光合创作者大会|我在快手追好剧
838,2173591700,9,1,9,9,搞笑, funny,71.24,5227364,外国男友的正确用法(男友来姨妈篇),外国男友|姨妈期|情侣
2188,106537458,6,1,6,6,明星娱乐, Star Entertainment,151.433,1003787,那些很火的外国网红,国外网红|网红|芮丹尼
3545,298506677,9,1,9,9,搞笑, funny,48.1,1275774,我叫朵拉,搞笑男|搞笑视频|贺贺贩个剑
4062,2084669235,15,1,15,15,才艺, talent,60.766000000000005,384689,"来看看朵朵的迷惑行为#蓝莓元气水""",小淇一米五|日常
5672,1618632748,12,1,12,12,美食, gourmet,42.0,107844,素素的巨好吃,吃货日常
7143,1676241942,6,1,6,6,明星娱乐, Star Entertainment,65.4,1142809,和王心凌做闺蜜是什么体验!,闺蜜|王心凌|女明星
12490,115545207,11,1,11,11,生活, life,11.2,10542841,爱我C姐,生活碎片|Vlog日常
13244,166601052,11,1,11,11,生活, life,77.766,566689,情侣石膏娃娃挑战2.0,情侣日常|恋爱|2022光合创作者大会
33367,1231357649,15,1,15,15,才艺, talent,28.866,5077,妙妙,蓝莓饼滴专属标签|曲奇饼工作室
34485,2066216878,4,1,4,4,美妆, beauty,12.2,7161,那能你好看吗?,挂耳染|沈阳染发|极致羽毛接发
36038,548494857,3,1,3,3,游戏,game,67.6,14512,不行我要挽回一下她搞笑女的形象如果你看到了不要太感动,婴儿肥|屿i妙|妙妙
63849,2954979473,6,1,6,6,明星娱乐, Star Entertainment,73.9,299195,超得意翻白眼,夫妻日常|叮叮喵的爱情记录
66776,1114075730,25,1,25,25,亲子, parent-child,66.366,5340890,坚强眼泪没掉下来结果还是不会,生活这场戏|快手萌娃超有范
966,1756622728,9,1,9,9,搞笑, funny,66.6,810977,细菌要喝矿泉水,记录生活|搞笑配音|搞笑视频
6118,2346409158,7,1,7,7,运动, movement,84.73299999999999,1563402,跑酷追逐战第一视角,运动一夏|极限运动|跑酷
8232,297330722,15,1,15,15,才艺, talent,6.533,117472,内蒙古赤峰,丰富多彩的生活
8578,2644865140,9,1,9,9,搞笑, funny,79.066,190773,病毒来偷袭了结果....,搞笑视频|搞笑配音|夏日暴击
11470,2871943490,20,1,20,20,二次元, quadratic,14.166,18760,乐玩脑力测试,二次元|脑力测试|学生党
35667,2306507279,11,1,11,11,生活, life,35.8,34171,衣服改造小技巧,生活小妙招每天更新
67395,548162861,7,1,7,7,运动, movement,12.733,74929,创作前后PK,丸美真新日
12754,2839364540,39,1,39,39,影视和短剧, films and short plays,119.366,306674,男孩为开家长会竟花五百找了个陪酒女《特殊交易》,电影解说|特殊交易|感人电影
35188,870400331,19,1,19,19,情感, emotion,109.333,63447,分道扬镳妹夫到底说了啥?,家庭婚姻情感|2022光合创作者大会
63669,2324549105,39,1,39,39,影视和短剧, films and short plays,63.066,583085,女孩到公司面试总裁一眼认出是失散多年的女儿,像我们一样年轻
65342,1713271902,7,1,7,7,运动, movement,13.533,70954,就想问问,乒乓球比赛|乒乓球|孙颖莎
65801,2929706696,13,1,13,13,三农, agriculture,15.733,3129,西瓜嫁接,向妹爱种菜|嫁接|三农
98230,109933625,36,1,36,36,房产家居, real estate,64.3,6742,在廊坊跌的蕞惨的三个小区,廊坊房产|全民看好房|我要拍爆款
99579,1327468293,36,1,36,36,房产家居, real estate,55.733,90182,公摊面积占一半这样的房子怎么住,公摊面积|临沂房产|临沂陈同学说房
959,891361917,12,1,12,12,美食, gourmet,12.2,82337,好吃还没有负担,减脂晚餐|合理饮食|万能蘸料
12793,2409049927,12,1,12,12,美食, gourmet,16.55,3150,我把馒头烤糊了,诸葛烤串|特色炸串|三顾诸葛烤串
33124,2367292533,17,1,17,17,动物, animals,14.416,56155,:我要吃你这个!,快手有萌宠|快手宠斯卡
38877,2027430230,6,1,6,6,明星娱乐, Star Entertainment,108.333,4278251,实际行动,追剧一夏
97667,1498443802,18,1,18,18,汽车, car,121.4,40958,莫兰迪绿GL8升级案例,别克GL8|商务车改装|汽车内饰改装
98524,1629140272,14,1,14,14,教育, education,28.666,2604143,一天到晚的工作,英语|恩恩姥姥
99829,2989554857,17,1,17,17,动物, animals,9.1,1197,几年前搬新家,这是一个悲伤的故事|万物皆有灵性|猫是人类最忠诚的朋友
139532,1800304897,28,1,28,28,资讯, information,7.2,268123,这是忍受了多大的委屈狗:吃我饭就算了还踩我,狗子|委屈
40238,2867902636,11,1,11,11,生活, life,14.2,236549,三角拖把,三角拖把|居家好物
63203,516047114,11,1,11,11,生活, life,9.241,75327,不用驾证,翻斗自卸车|翻斗车|后八轮
65641,2600227965,11,1,11,11,生活, life,35.166,37195,公园景区保安到位55岁以下一边工作一边看风景,我是一个小保安|集结吧光合创作者|公园景区广场街道巡逻保安工作
5268,255264712,9,1,9,9,搞笑, funny,869.533,80727,衣服,金山夜话|情感
7861,2198625815,9,1,9,9,搞笑, funny,282.666,173808,民间故事,民间故事|希望家人们喜欢
11225,2594419717,19,1,19,19,情感, emotion,34.1,15134,喜新厌旧是人的本能,情感|男人女人
34515,601328944,27,1,27,27,高新数码, Advanced digital,29.3,114176,用了10年的旧手机,快影达人
36295,439949849,39,1,39,39,影视和短剧, films and short plays,25.8,11594070,逞强,涂磊的新书|涂磊的爱情手册
38575,2123077478,16,1,16,16,健康, healthy,116.96,1375900,有了高血压有三种美食一碰血压暴涨,健康科普|中医养生在快手|医学常识
61152,1163483818,19,1,19,19,情感, emotion,20.433,23657,这种女人不能要,家庭婚姻情感|新光合计划|快影
64921,2377808195,19,1,19,19,情感, emotion,36.066,23702,为什么你和你的女人沟通不了,分手|情感|复合
71371,1338399175,27,1,27,27,高新数码, Advanced digital,315.6,560191,为什么建议购买手机的时候选择256GB的储存呢?真的有必要买这么大储存的吗?为什么建议购买手机的时候选择256GB的储存呢,热点|快手百亿补贴|资讯
799,2397526741,25,1,25,25,亲子, parent-child,259.183,293058,四胞胎正式开始,宝宝周岁抓周
35046,1157368913,36,1,36,36,房产家居, real estate,347.0,47436,房子为什么没人买了?,王阳明心学
66056,876619632,13,1,13,13,三农, agriculture,29.45,3381,简单的种葱方式,三农|阳台种菜
66705,2595853915,11,1,11,11,生活, life,7.24,81462,越南阿妹终于完成了嫁到中国的梦想,越南女孩|跨国恋|越南
88158,2872604219,11,1,11,11,生活, life,11.965,16023,鞋厂招工了月入8000鞋子包装320一天,好工作|农民工|打工人
5872,257065180,13,1,13,13,三农, agriculture,17.314,109668,小鹅一眼看不到就跑出来了秦玲孵化,山东菏泽大型鹅苗孵化场|三农|大品种白狮头杂交鹅
35617,445126560,1,1,1,1,舞蹈, dance,45.359,333757,罗圈腿腿来了你别笑撒,黄土娜妹黄土情|对口型我是认真的|为你跑成罗圈圈腿
39634,2889876106,15,1,15,15,才艺, talent,12.0,144255,大宝贝今天自己跟着秧歌队一起给大家扭秧歌,宝贝你是最棒的|跳的真好|大秧歌扭起来
