antecedent,consequent,support_count,support,confidence,lift
tag=搞笑哈士奇 & theme=17,behavior=effective_view,26,0.0002556790244861835,0.7428571428571429,1.0262347895278203
gender=M & theme=3,behavior=effective_view,2435,0.023945324023994494,0.7428309945088468,1.0261986663714797
tag=传递正能量,behavior=effective_view,690,0.006785327957517947,0.7427341227125942,1.026064840899928
tag=笑点不打烊计划,behavior=effective_view,280,0.0027534664175435145,0.7427055702917772,1.0260253965897408
tag=快手小剧场,behavior=effective_view,254,0.002497787393057331,0.7426900584795322,1.0260039674878905
tag=汽车,behavior=effective_view,150,0.001475071295112597,0.7425742574257426,1.025843991816652
gender=M & tag=新光合创作者计划,behavior=effective_view,75,0.0007375356475562985,0.7425742574257426,1.025843991816652
city_level=二线城市 & tag=快手热点,behavior=effective_view,124,0.0012193922706264136,0.7425149700598802,1.0257620881047305
city_level=三线城市 & tag=快手弹幕,behavior=effective_view,147,0.0014455698692103453,0.7424242424242424,1.025636750606184
tag=搞笑动画 & theme=20,behavior=effective_view,49,0.00048185662307011505,0.7424242424242424,1.025636750606184
gender=M & tag=持续关注持续精彩,behavior=effective_view,49,0.00048185662307011505,0.7424242424242424,1.025636750606184
city_level=四线城市 & tag=致敬英雄,behavior=effective_view,49,0.00048185662307011505,0.7424242424242424,1.025636750606184
city_level=五线城市 & tag=人类幼崽有多可爱,behavior=effective_view,49,0.00048185662307011505,0.7424242424242424,1.025636750606184
city_level=五线城市 & tag=家庭,behavior=effective_view,49,0.00048185662307011505,0.7424242424242424,1.025636750606184
age_group=60+ & tag=音乐,behavior=effective_view,170,0.0016717474677942767,0.74235807860262,1.0255453472775495
theme=3,behavior=effective_view,3454,0.03396597502212607,0.7423167848699763,1.0254883012284728
tag=快手放映室 & tag=我在快手追好剧,behavior=effective_view,553,0.0054380961746484414,0.7422818791946308,1.0254400800883305
tag=泪目 & tag=致敬英雄,behavior=effective_view,167,0.0016422460418920248,0.7422222222222222,1.0253576657760872
tag=泪目 & tag=非凡十年,behavior=effective_view,167,0.0016422460418920248,0.7422222222222222,1.0253576657760872
tag=致敬英雄 & tag=非凡十年,behavior=effective_view,167,0.0016422460418920248,0.7422222222222222,1.0253576657760872
tag=人生感悟 & theme=19,behavior=effective_view,115,0.0011308879929196579,0.7419354838709677,1.0249615453720786
city_level=五线城市 & theme=14,behavior=effective_view,92,0.0009047103943357263,0.7419354838709677,1.0249615453720786
gender=F & tag=游戏,behavior=effective_view,69,0.0006785327957517947,0.7419354838709677,1.0249615453720786
age_group=26-35 & tag=熊出没,behavior=effective_view,46,0.00045235519716786313,0.7419354838709677,1.0249615453720786
tag=童年回忆,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
tag=搞笑父子,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
tag=快手原创者服务中心,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
tag=翻新,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
tag=祝好人一生平安,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
tag=刀郎,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
tag=撞脸明星,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
tag=日常生活,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
tag=玩转暑假,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
tag=招聘,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
gender=F & tag=杨紫,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
age_group=36-45 & tag=商业思维,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
gender=M & tag=老虎,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
tag=记录我的乡村生活 & theme=12,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
tag=商业 & theme=22,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
city_level=四线城市 & tag=军训,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
tag=手工 & tag=翻新,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
tag=江湖故事 & theme=38,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
tag=今天有什么好笑的 & theme=9,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
age_group=36-45 & tag=婆媳,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
gender=F & tag=老板,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
gender=F & tag=老有所依,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
gender=F & tag=日本,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
gender=M & tag=表情包,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
age_group=19-25 & tag=妆前妆后,behavior=effective_view,23,0.00022617759858393157,0.7419354838709677,1.0249615453720786
theme=22,behavior=effective_view,744,0.007316353623758482,0.7417746759720838,1.0247393940986442
gender=M & tag=传递正能量,behavior=effective_view,471,0.004631723866653555,0.7417322834645669,1.0246808301251433
gender=M & tag=健康,behavior=effective_view,112,0.0011013865670174059,0.7417218543046358,1.0246664225545226
age_group=36-45 & theme=25,behavior=effective_view,649,0.006382141803520504,0.7417142857142857,1.0246559667747006
tag=同城,behavior=effective_view,89,0.0008752089684334743,0.7416666666666667,1.0245901824933206
city_level=二线城市 & theme=17,behavior=effective_view,287,0.0028223030779821025,0.7416020671834626,1.0245009402511385
gender=M & tag=Vlog日常,behavior=effective_view,132,0.0012980627396990854,0.7415730337078652,1.0244608313782477
tag=我的观影报告,behavior=effective_view,175,0.0017209165109646966,0.7415254237288136,1.0243950596248206
gender=M & tag=原创,behavior=effective_view,109,0.001071885141115154,0.7414965986394558,1.0243552386312493
tag=影视剪辑 & theme=39,behavior=effective_view,456,0.004484216737142295,0.7414634146341463,1.0243093959264549
tag=打开弹幕看好剧,behavior=effective_view,215,0.0021142688563280557,0.7413793103448276,1.0241932083815448
city_level=三线城市 & tag=集合吧光合创作者,behavior=effective_view,129,0.0012685613137968334,0.7413793103448276,1.0241932083815448
city_level=四线城市 & tag=笑疯了老铁,behavior=effective_view,43,0.00042285377126561116,0.7413793103448276,1.0241932083815448
age_group=60+ & tag=真人真事爱心传递,behavior=effective_view,43,0.00042285377126561116,0.7413793103448276,1.0241932083815448
age_group=60+ & tag=涨知识,behavior=effective_view,106,0.001042383715212902,0.7412587412587412,1.0240266458171634
tag=泪目,behavior=effective_view,169,0.0016619136591601927,0.7412280701754386,1.0239842746385048
tag=泪目 & theme=28,behavior=effective_view,169,0.0016619136591601927,0.7412280701754386,1.0239842746385048
tag=致敬英雄 & theme=28,behavior=effective_view,169,0.0016619136591601927,0.7412280701754386,1.0239842746385048
gender=M & tag=热门,behavior=effective_view,315,0.003097649719736454,0.7411764705882353,1.0239129913614677
gender=F & tag=家庭教育,behavior=effective_view,63,0.0006195299439472907,0.7411764705882353,1.0239129913614677
age_group=19-25 & tag=加油季,behavior=effective_view,63,0.0006195299439472907,0.7411764705882353,1.0239129913614677
tag=家庭教育,behavior=effective_view,146,0.0014357360605762612,0.7411167512690355,1.0238304909190086
gender=F & theme=3,behavior=effective_view,1019,0.010020650998131576,0.7410909090909091,1.0237947907275444
gender=M & tag=家庭教育,behavior=effective_view,83,0.0008162061166289704,0.7410714285714286,1.0237678789760707
city_level=五线城市 & tag=电影解说,behavior=effective_view,83,0.0008162061166289704,0.7410714285714286,1.0237678789760707
age_group=36-45 & tag=记录我的农村生活,behavior=effective_view,83,0.0008162061166289704,0.7410714285714286,1.0237678789760707
city_level=三线城市 & tag=追剧一夏,behavior=effective_view,392,0.0038548529845609204,0.7410207939508506,1.0236979287713897
tag=寻找1000位科普达人 & tag=科普,behavior=effective_view,123,0.0012095584619923297,0.7409638554216867,1.0236192699066882
age_group=36-45 & theme=38,behavior=effective_view,123,0.0012095584619923297,0.7409638554216867,1.0236192699066882
tag=fyp,behavior=effective_view,143,0.0014062346346740092,0.7409326424870466,1.023576150176712
gender=F & tag=情侣日常,behavior=effective_view,203,0.001996263152719048,0.7408759124087592,1.0234977792806237
gender=M & tag=快手三农,behavior=effective_view,60,0.0005900285180450389,0.7407407407407407,1.0233110436887096
gender=F & tag=新光和计划,behavior=effective_view,40,0.00039335234536335925,0.7407407407407407,1.0233110436887096
city_level=新一线城市 & tag=美食,behavior=effective_view,40,0.00039335234536335925,0.7407407407407407,1.0233110436887096
gender=M & tag=快手快招工,behavior=effective_view,40,0.00039335234536335925,0.7407407407407407,1.0233110436887096
gender=M & tag=快手光合创作者激励计划,behavior=effective_view,40,0.00039335234536335925,0.7407407407407407,1.0233110436887096
gender=M & tag=工厂正能量,behavior=effective_view,40,0.00039335234536335925,0.7407407407407407,1.0233110436887096
tag=知识分享,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=小海豹森米,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=话题,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=笑死不偿命,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=水牛,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=修复,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=如何正确的教育孩子,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=快手电影星熠计划,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=抓螃蟹,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=洗衣液,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
gender=M & tag=快手漫动力,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
gender=M & tag=家庭关系,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=快味厨房 & theme=12,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
city_level=四线城市 & tag=快手暴汗健身房,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=一定要看到最后 & theme=39,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
city_level=新一线城市 & tag=非凡十年,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
gender=M & tag=神奇动物在快手,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
gender=M & tag=生活处处有古诗,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=修复 & tag=手工,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=修复 & tag=翻新,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=农村生活 & theme=11,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
city_level=五线城市 & tag=快手美食,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=快手电影星熠计划 & theme=39,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=今日份的自拍 & tag=记录生活,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
age_group=46-60 & tag=快影,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=婆媳 & theme=9,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
city_level=二线城市 & tag=fyp,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
city_level=二线城市 & tag=爱情,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=抓螃蟹 & theme=11,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=我在快手整活 & tag=经典老歌,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
gender=F & tag=明星娱乐,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
age_group=60+ & tag=魔术教学,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=画画 & theme=15,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
city_level=三线城市 & tag=护肤,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=情侣日常 & tag=集结吧光合创作者,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
age_group=36-45 & tag=我的世界,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
city_level=新一线城市 & tag=和平精英,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
age_group=46-60 & tag=经典老剧,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
gender=F & tag=快手光合作者助手,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=2022在快手看见交警 & tag=正能量,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
city_level=五线城市 & tag=防身术,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
gender=F & tag=剪辑,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
tag=粉耗子 & tag=美食测评,behavior=effective_view,20,0.00019667617268167962,0.7407407407407407,1.0233110436887096
age_group=19-25 & city_level=二线城市,behavior=effective_view,2175,0.02138853377913266,0.7405515832482125,1.0230497283047237
tag=影视解说 & theme=39,behavior=effective_view,705,0.006932835087029207,0.740546218487395,1.0230423170490857
age_group=60+ & theme=16,behavior=effective_view,391,0.0038450191759268363,0.740530303030303,1.0230203303240253
age_group=26-35 & theme=29,behavior=effective_view,117,0.0011505556101878258,0.740506329113924,1.0229872110799474
gender=F & tag=记录生活,behavior=effective_view,214,0.002104435047693972,0.740484429065744,1.0229569568223815
tag=人类幼崽有多可爱 & theme=25,behavior=effective_view,214,0.002104435047693972,0.740484429065744,1.0229569568223815
city_level=新一线城市 & tag=搞笑视频,behavior=effective_view,214,0.002104435047693972,0.740484429065744,1.0229569568223815
city_level=三线城市 & theme=3,behavior=effective_view,913,0.008978267282918674,0.740470397404704,1.0229375725048817
city_level=新一线城市 & theme=22,behavior=effective_view,97,0.0009538794375061461,0.7404580152671756,1.0229204669544774
tag=2022财是机会 & theme=22,behavior=effective_view,57,0.0005605270921427869,0.7402597402597403,1.0226465559980027
gender=M & tag=农村大席,behavior=effective_view,57,0.0005605270921427869,0.7402597402597403,1.0226465559980027
gender=M & tag=快手娱乐星熠计划,behavior=effective_view,57,0.0005605270921427869,0.7402597402597403,1.0226465559980027
tag=出发吧老妈 & theme=9,behavior=effective_view,151,0.001484905103746681,0.7401960784313726,1.022558609097762
tag=王者荣耀,behavior=effective_view,393,0.0038646867931950045,0.7401129943502824,1.022443830939821
age_group=46-60 & tag=传递正能量,behavior=effective_view,205,0.002015930769987216,0.740072202166065,1.022387477764803
tag=农村,behavior=effective_view,148,0.001455403677844429,0.74,1.022287732645021
tag=整活,behavior=effective_view,37,0.0003638509194611073,0.74,1.022287732645021
tag=快手汽车,behavior=effective_view,37,0.0003638509194611073,0.74,1.022287732645021
tag=新热征稿活动,behavior=effective_view,37,0.0003638509194611073,0.74,1.022287732645021
gender=F & tag=开学季,behavior=effective_view,37,0.0003638509194611073,0.74,1.022287732645021
city_level=四线城市 & tag=测评,behavior=effective_view,37,0.0003638509194611073,0.74,1.022287732645021
tag=快手汽车 & theme=18,behavior=effective_view,37,0.0003638509194611073,0.74,1.022287732645021
tag=宝妈创业 & theme=39,behavior=effective_view,37,0.0003638509194611073,0.74,1.022287732645021
city_level=五线城市 & tag=我的观影报告,behavior=effective_view,37,0.0003638509194611073,0.74,1.022287732645021
tag=感谢快手官大大每次热门推送,behavior=effective_view,441,0.004336709607631035,0.7399328859060402,1.0221950165437472
tag=人性,behavior=effective_view,128,0.0012587275051627496,0.7398843930635838,1.0221280251410927
gender=M & tag=我的乡村生活,behavior=effective_view,91,0.0008948765857016422,0.7398373983739838,1.0220631033915284
city_level=四线城市 & tag=感谢快手官大大每次热门推送,behavior=effective_view,91,0.0008948765857016422,0.7398373983739838,1.0220631033915284
gender=F & tag=致敬英雄,behavior=effective_view,91,0.0008948765857016422,0.7398373983739838,1.0220631033915284
age_group=26-35 & city_level=五线城市,behavior=effective_view,3926,0.03860753269741371,0.7397776521575278,1.021980565791319
city_level=四线城市 & theme=14,behavior=effective_view,108,0.0010620513324810699,0.7397260273972602,1.021909247738451
tag=明星故事,behavior=effective_view,54,0.0005310256662405349,0.7397260273972602,1.021909247738451
tag=婆媳 & theme=39,behavior=effective_view,54,0.0005310256662405349,0.7397260273972602,1.021909247738451
age_group=36-45 & tag=迷你世界,behavior=effective_view,54,0.0005310256662405349,0.7397260273972602,1.021909247738451
age_group=60+ & theme=19,behavior=effective_view,912,0.00896843347428459,0.7396593673965937,1.0218171589533978
city_level=四线城市 & theme=3,behavior=effective_view,889,0.008742255875700659,0.7396006655574043,1.021736064128956
gender=F & tag=婆媳,behavior=effective_view,71,0.0006982004130199626,0.7395833333333334,1.0217121201829462
city_level=四线城市 & theme=11,behavior=effective_view,1082,0.010640180942078867,0.7395762132604238,1.0217022840164718
age_group=46-60 & tag=我在快手追好剧,behavior=effective_view,545,0.00535942570557577,0.7394843962008141,1.02157544151149
tag=记录我的农村生活,behavior=effective_view,488,0.004798898613432983,0.7393939393939394,1.0214504781547302
gender=F & tag=光合计划,behavior=effective_view,102,0.0010030484806765661,0.7391304347826086,1.0210864544632994
city_level=二线城市 & tag=影视解说,behavior=effective_view,102,0.0010030484806765661,0.7391304347826086,1.0210864544632994
tag=今日份的自拍,behavior=effective_view,68,0.0006686989871177107,0.7391304347826086,1.0210864544632994
gender=F & tag=萌宠,behavior=effective_view,68,0.0006686989871177107,0.7391304347826086,1.0210864544632994
tag=关爱老人 & tag=大实话,behavior=effective_view,51,0.0005015242403382831,0.7391304347826086,1.0210864544632994
tag=关爱老人 & tag=情感,behavior=effective_view,51,0.0005015242403382831,0.7391304347826086,1.0210864544632994
tag=情感 & tag=爱情,behavior=effective_view,51,0.0005015242403382831,0.7391304347826086,1.0210864544632994
tag=二婚家庭,behavior=effective_view,34,0.00033434949355885536,0.7391304347826086,1.0210864544632994
tag=超好看的古装剧,behavior=effective_view,34,0.00033434949355885536,0.7391304347826086,1.0210864544632994
gender=M & tag=每天一个用车知识,behavior=effective_view,34,0.00033434949355885536,0.7391304347826086,1.0210864544632994
tag=学生时代 & theme=9,behavior=effective_view,34,0.00033434949355885536,0.7391304347826086,1.0210864544632994
tag=人类幼崽成长计划 & theme=9,behavior=effective_view,34,0.00033434949355885536,0.7391304347826086,1.0210864544632994
age_group=60+ & tag=寻找快手科普达人,behavior=effective_view,34,0.00033434949355885536,0.7391304347826086,1.0210864544632994
tag=二婚家庭 & tag=宝妈创业,behavior=effective_view,34,0.00033434949355885536,0.7391304347826086,1.0210864544632994
tag=二婚家庭 & tag=新光合创作者计划,behavior=effective_view,34,0.00033434949355885536,0.7391304347826086,1.0210864544632994
tag=二婚家庭 & theme=39,behavior=effective_view,34,0.00033434949355885536,0.7391304347826086,1.0210864544632994
tag=宝妈创业 & tag=新光合创作者计划,behavior=effective_view,34,0.00033434949355885536,0.7391304347826086,1.0210864544632994
city_level=三线城市 & tag=历史,behavior=effective_view,34,0.00033434949355885536,0.7391304347826086,1.0210864544632994
age_group=46-60 & tag=农村搞笑段子,behavior=effective_view,34,0.00033434949355885536,0.7391304347826086,1.0210864544632994
tag=快手情侣日常 & theme=11,behavior=effective_view,164,0.0016127446159897728,0.7387387387387387,1.0205453381652267
age_group=26-35 & tag=热门,behavior=effective_view,130,0.0012783951224309175,0.7386363636363636,1.0204039100418667
gender=F & tag=爱音乐爱快手,behavior=effective_view,65,0.0006391975612154587,0.7386363636363636,1.0204039100418667
tag=关爱老人 & theme=19,behavior=effective_view,65,0.0006391975612154587,0.7386363636363636,1.0204039100418667
tag=科普,behavior=effective_view,421,0.004140033434949356,0.7385964912280701,1.0203488275096109
theme=17,behavior=effective_view,1715,0.01686498180745403,0.7385874246339362,1.020336302282638
gender=M & tag=寻找1000位科普达人,behavior=effective_view,113,0.0011112203756514897,0.738562091503268,1.0203013053249195
gender=M & tag=快手热点,behavior=effective_view,528,0.005192250958796342,0.7384615384615385,1.0201623943235136
tag=我在快手整活 & theme=7,behavior=effective_view,48,0.0004720228144360311,0.7384615384615385,1.0201623943235136
tag=乡村美食 & theme=39,behavior=effective_view,48,0.0004720228144360311,0.7384615384615385,1.0201623943235136
tag=快手弹幕 & theme=20,behavior=effective_view,48,0.0004720228144360311,0.7384615384615385,1.0201623943235136
tag=记录我的农村生活 & theme=11,behavior=effective_view,48,0.0004720228144360311,0.7384615384615385,1.0201623943235136
tag=传递正能量 & theme=36,behavior=effective_view,48,0.0004720228144360311,0.7384615384615385,1.0201623943235136
tag=寻找1000位科普达人 & tag=集结吧光合创作者,behavior=effective_view,48,0.0004720228144360311,0.7384615384615385,1.0201623943235136
age_group=60+ & tag=搞笑视频,behavior=effective_view,350,0.0034418330219293932,0.7383966244725738,1.020072717601087
gender=M & theme=30,behavior=effective_view,395,0.0038843544104631726,0.7383177570093458,1.01996376457384
tag=我的世界,behavior=effective_view,79,0.0007768708820926344,0.7383177570093458,1.01996376457384
age_group=60+ & theme=7,behavior=effective_view,505,0.00496607336021241,0.7383040935672515,1.0199448889397338
age_group=19-25 & gender=F,behavior=effective_view,4898,0.048165994689743336,0.7380952380952381,1.0196563613898215
tag=原创作品,behavior=effective_view,93,0.0009145442029698102,0.7380952380952381,1.0196563613898215
tag=萌娃 & theme=25,behavior=effective_view,93,0.0009145442029698102,0.7380952380952381,1.0196563613898215
tag=2022光合创作者大会 & theme=3,behavior=effective_view,62,0.0006096961353132068,0.7380952380952381,1.0196563613898215
tag=农村搞笑,behavior=effective_view,31,0.0003048480676566034,0.7380952380952381,1.0196563613898215
tag=资讯,behavior=effective_view,31,0.0003048480676566034,0.7380952380952381,1.0196563613898215
tag=多肉的萌言萌语,behavior=effective_view,31,0.0003048480676566034,0.7380952380952381,1.0196563613898215
tag=龙凤胎,behavior=effective_view,31,0.0003048480676566034,0.7380952380952381,1.0196563613898215
tag=三农 & theme=22,behavior=effective_view,31,0.0003048480676566034,0.7380952380952381,1.0196563613898215
tag=农村 & theme=22,behavior=effective_view,31,0.0003048480676566034,0.7380952380952381,1.0196563613898215
tag=老人 & theme=22,behavior=effective_view,31,0.0003048480676566034,0.7380952380952381,1.0196563613898215
gender=F & tag=小猪佩奇,behavior=effective_view,31,0.0003048480676566034,0.7380952380952381,1.0196563613898215
age_group=60+ & tag=安保,behavior=effective_view,31,0.0003048480676566034,0.7380952380952381,1.0196563613898215
city_level=五线城市 & tag=今天拍点啥,behavior=effective_view,31,0.0003048480676566034,0.7380952380952381,1.0196563613898215
age_group=60+ & tag=工厂正能量,behavior=effective_view,31,0.0003048480676566034,0.7380952380952381,1.0196563613898215
age_group=60+ & tag=工厂管理,behavior=effective_view,31,0.0003048480676566034,0.7380952380952381,1.0196563613898215
tag=多肉的萌言萌语 & tag=我是爆款王,behavior=effective_view,31,0.0003048480676566034,0.7380952380952381,1.0196563613898215
tag=龙凤胎 & theme=25,behavior=effective_view,31,0.0003048480676566034,0.7380952380952381,1.0196563613898215
gender=F & theme=38,behavior=effective_view,262,0.002576457862130003,0.7380281690140845,1.019563707472385
age_group=26-35 & theme=34,behavior=effective_view,107,0.001052217523846986,0.7379310344827587,1.0194295190402354
tag=家庭 & tag=追剧一夏,behavior=effective_view,45,0.0004425213885337791,0.7377049180327869,1.019117145968674
age_group=36-45 & tag=快手影视新热计划,behavior=effective_view,104,0.001022716097944734,0.7375886524822695,1.0189565286091833
city_level=新一线城市 & tag=我在快手追好剧,behavior=effective_view,326,0.003205821614711378,0.7375565610859729,1.0189121953108624
tag=健康,behavior=effective_view,163,0.001602910807355689,0.7375565610859729,1.0189121953108624
city_level=四线城市 & tag=追剧一夏,behavior=effective_view,444,0.004366211033533287,0.7375415282392026,1.0188914278854029
gender=F & tag=快手创作者服务中心,behavior=effective_view,177,0.0017405841282328645,0.7375,1.0188340578725716
tag=农村大席,behavior=effective_view,59,0.0005801947094109549,0.7375,1.0188340578725716
tag=农村大席 & theme=12,behavior=effective_view,59,0.0005801947094109549,0.7375,1.0188340578725716
city_level=四线城市 & gender=M,behavior=effective_view,11319,0.11130887992919658,0.7374902267396404,1.0188205564074722
age_group=60+ & city_level=二线城市,behavior=effective_view,2733,0.02687579899695152,0.7374527792768484,1.0187688238644574
gender=F & theme=25,behavior=effective_view,1820,0.017897531714032845,0.7374392220421394,1.018750094952658
age_group=26-35 & theme=38,behavior=effective_view,132,0.0012980627396990854,0.7374301675977654,1.0187375865102126
city_level=四线城市 & tag=捕娱计划,behavior=effective_view,73,0.0007178680302881306,0.7373737373737373,1.018659629853761
gender=F & theme=7,behavior=effective_view,713,0.007011505556101878,0.7373319544984488,1.018601908068839
age_group=36-45 & tag=追剧一夏,behavior=effective_view,261,0.002566624053495919,0.7372881355932204,1.0185413735698217
tag=快手影视新热计划,behavior=effective_view,633,0.0062248008653751595,0.7369033760186263,1.018009839795328
age_group=46-60 & tag=情感,behavior=effective_view,322,0.0031664863801750417,0.7368421052631579,1.017925196090348
age_group=60+ & tag=记录我的农村生活,behavior=effective_view,168,0.0016520798505261088,0.7368421052631579,1.017925196090348
tag=婆媳,behavior=effective_view,112,0.0011013865670174059,0.7368421052631579,1.017925196090348
gender=M & tag=农村,behavior=effective_view,112,0.0011013865670174059,0.7368421052631579,1.017925196090348
tag=减肥,behavior=effective_view,70,0.0006883666043858786,0.7368421052631579,1.017925196090348
age_group=26-35 & tag=快影达人,behavior=effective_view,70,0.0006883666043858786,0.7368421052631579,1.017925196090348
gender=M & tag=手机摄影,behavior=effective_view,70,0.0006883666043858786,0.7368421052631579,1.017925196090348
tag=我在快手整活 & theme=17,behavior=effective_view,70,0.0006883666043858786,0.7368421052631579,1.017925196090348
tag=校园生活 & theme=11,behavior=effective_view,56,0.0005506932835087029,0.7368421052631579,1.017925196090348
tag=地震,behavior=effective_view,42,0.0004130199626315272,0.7368421052631579,1.017925196090348
tag=酒驾,behavior=effective_view,42,0.0004130199626315272,0.7368421052631579,1.017925196090348
age_group=60+ & tag=导游带你游中国,behavior=effective_view,42,0.0004130199626315272,0.7368421052631579,1.017925196090348
tag=健美比赛 & tag=我在快手整活,behavior=effective_view,42,0.0004130199626315272,0.7368421052631579,1.017925196090348
gender=M & tag=快手影视创作者,behavior=effective_view,42,0.0004130199626315272,0.7368421052631579,1.017925196090348
gender=M & tag=武侠,behavior=effective_view,42,0.0004130199626315272,0.7368421052631579,1.017925196090348
age_group=60+ & tag=婆媳,behavior=effective_view,42,0.0004130199626315272,0.7368421052631579,1.017925196090348
age_group=46-60 & tag=新农人计划2022,behavior=effective_view,42,0.0004130199626315272,0.7368421052631579,1.017925196090348
tag=酒驾 & theme=18,behavior=effective_view,42,0.0004130199626315272,0.7368421052631579,1.017925196090348
city_level=三线城市 & tag=集合吧光合计划创作者,behavior=effective_view,42,0.0004130199626315272,0.7368421052631579,1.017925196090348
tag=孕妇 & theme=25,behavior=effective_view,42,0.0004130199626315272,0.7368421052631579,1.017925196090348
tag=快招工,behavior=effective_view,28,0.00027534664175435147,0.7368421052631579,1.017925196090348
